"userid","userenabled","title","district","facility","value","occupation","phone_present","biography_present"
4703,0,"Chief, IntegratedEthics","","","","",t,t
4704,0,"Veterans Health Education Coordinator/President NFFE Local 1138","","","","",t,t
4705,1,"Emergency Manager","5","10N20","","",t,t
4706,1,"Program Manager, Interior Design","1","101","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,t
4707,1,"Chief, Health Administration Service","","","","",t,t
4708,0,"Chief of Staff","","","","",t,t
4709,0,"Associate Director","","","","",t,t
4710,1,"Medical Center Director","","","","",t,t
4711,1,"Executive Secretary","","","","",t,t
4712,0,"Physiologist","","","","",t,t
4713,1,"Secretary, Associate Directors Office","","","","",t,t
4714,0,"Clinical Director, Primary Care Division","","","","",t,t
4715,0,"Administrative Officer","","","","",t,t
4716,0,"Medical Center Director","","","","",t,t
4717,0,"Executive Assistant to the Director","","","","",f,t
4718,1,"CHIEF QSV/CNO VISN 11","","","","",t,t
4719,0,"Safety/Emergency Manager","","","","",t,t
4720,0,"Associate Nurse Executive Trinka Davis Veterans Village","","","","",t,t
4721,0,"HSS VISN 17 PACT Lead","","","","",t,t
4722,0,"Chief Planning Officer, VISN 21","","","","",f,t
4723,0,"Union Safety Officer / Contact Representative","","","","",t,t
4724,1,"AFGE Local 906 Safety Officer","","","","",t,t
4725,1,"Nurse Manager","","","","",t,t
4726,1,"Director, MSCPAC","","","","",t,t
4727,0,"Quality Management Corrdinator","","","","",t,t
4728,1,"VISN 9 QMO/CNO","","","","",t,t
4729,1,"RN","","","","",t,t
4730,1,"AD","","","","",t,t
4731,1,"System Chief Environmental Management Service","","","","",t,t
4732,0,"Nursing Service Chief - GECS","","","","",t,t
4733,1,"VISN 12 Palliative Care Program Manager","","","","",f,f
4734,1,"","","","","",t,t
4735,0,"Educator","","","","",t,t
4736,0,"GHATP Fellow","","","","",t,t
4737,0,"Senior Communications Officer","","","","",t,t
4738,0,"PA-C","","","","",t,t
4739,0,"Emergency Manager","","","","",t,t
4740,0,"Chief, Infectious Diseases","","","","",t,t
4741,0,"RN","","","","",t,t
4742,0,"MD","","","","",t,t
4743,0,"Associate Director, Tennessee Valley Healthcare System","","","","",t,t
4744,1,"Health Systems Specialist to the Director","2","516","VHA – Administrative, technical or professional employee GS-13 or GS-14 (AES 52)","AES 52",f,t
4745,1,"Supervisory Management Analyst, Medicine Service","","","","",t,t
4746,0,"ED Nurse Manager","","","","",t,t
4747,0,"","","","","",t,t
4748,1,"Quality Manager","4","741","","",f,f
4749,0,"RN-MDRO Coordinator/Infection Control","","","","",t,t
4750,0,"Area Emergency Manager","","","","",f,t
4751,1,"Lead Program Manager","1","101","","",f,f
4752,0,"Deputy Chief of Staff","","","","",t,t
4753,0,"Director of Nursing, Primary Care Division","","","","",t,t
4754,0,"","","","","",t,t
4755,0,"Deputy Mental Health Manager, VISN 9","","","","",t,t
4756,0,"Infection Preventionist","","","","",t,t
4757,1,"VISN 12 Prosthetic Representative","","","","",t,t
4758,0,"","","","","",t,t
4759,1,"Management and Program Analyst","","","","",t,t
4760,1,"Assistant Medical Center Director","","","","",t,t
4761,0,"VISN 19 Safety Manager","","","","",t,t
4763,0,"CONTACT REPRENTATIVE","","","","",t,t
4764,0,"Finance Manager","","","","",t,t
4765,0,"Executive Director, Patient Centered Care and Cultural Transformation","","","","",t,t
4766,0,"President NFFE Local # 1 San Francisco VA Medical Center","","","","",t,t
4767,0,"Accreditation Readiness","","","","",t,t
4768,0,"Chief Pathologist, VISN 12","","","","",t,t
4769,1,"Chief, Quality","","","","",t,t
4770,1,"Chief, Communications & Media Service","2","673","","",f,t
4771,1,"HSS","","","","",t,t
4772,0,"emergency preparedness coordinator","","","","",t,t
4773,1,"VISN 7 Health, Safety, and Preparedness Manager","","","","",f,t
4774,1,"Patient Safety Officer","","","","",t,t
4775,1,"Training Consultant","1","101","","",f,t
4776,1,"Deputy Network Director VISN 4","","","","",t,t
4777,0,"PAO","","","","",t,t
4778,0,"CMO","","","","",t,t
4779,0,"MDRO Coordinator","","","","",t,t
4780,0,"Resource Manager","","","","",t,t
4781,1,"VISN 12 CFO","","","","",t,t
4782,1,"Director Training Strategy, Office of Informatics and Analytics","1","101","","",f,f
4783,0,"ADPNS","","","","",t,t
4784,1,"Executive Assistant to Director","","","","",t,t
4785,0,"Deputy Finance Manager","","","","",t,t
4786,1,"VISN Engineering & Operations Program Manager Sierra Pacific Network (VISN 21)","5","10N21","","",t,f
4793,0,"IT Analyst","","","","",t,t
4794,1,"Director, VHA Web & Mobile Solutions","","","","",f,f
4795,1,"Health System Specialist","","","","",t,t
4796,0,"Risk Manager","","","","",t,t
4797,0,"RN, President of NFFE FL 1641, 4th National Vice president, NFFE VA council","5","668","VHA – RN: Level II (AES 22)","AES 22",f,t
4798,0,"Staff Assistant, Associate Director for Patient Nursing Services","","","","",t,t
4799,0,"chief, imaging service","","","","",t,t
4800,1,"Public Affairs Officer","4","623","VACO – Public Affairs Specialist (AES 434)","AES 434",f,t
4801,0,"Chief, Pharmacy Service","","","","",t,t
4802,0,"Talent Management Officer","","","","",t,t
4803,0,"Chief Mental Health","","","","",t,t
4804,0,"Human Resources Officer","5","691","","",f,t
4805,0,"Associate Director, VA North Texas Health Care System","","","","",t,t
4806,1,"Medical Director, Home Based Primary Care","5","662","VHA – Physician: Medicine including all sub-specialties (AES 13)","AES 13",t,t
4808,1,"Health Systems Specialist","1","101","VHA – Administrative, technical or professional employee GS-13 or GS-14 (AES 52)","AES 52",f,f
4809,1,"Director, Health Services Research","1","101","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",t,t
4810,0,"Program Analyst","","","","",t,t
4812,1,"ACOS of Primary Care","","","","",t,t
4814,1,"Recreation Therapist","5","640","","",t,t
4817,0,"","","","","",t,t
4819,0,"RN,CAC","","","","",t,t
4820,0,"Registered Nurse","","","","",t,t
4825,1,"Licensed Clinical Social Worker","1","508GA","VHA – Social Worker (AES 31)","AES 31",t,t
4827,0,"Health Science Officer","","","","",t,t
4829,1,"CHIO","1","541","VHA – Physician: Medicine including all sub-specialties (AES 13)","AES 13",t,t
4830,1,"Secretary, Associate Director","","","","",t,t
4831,0,"Director-Office of Quality,Safety & Value","","","","",t,t
4832,0,"Assistant Chief Nurse, Special Projects","","","","",t,t
4833,0,"","","","","",t,t
4834,0,"RN","","","","",t,t
4835,0,"Assistant Director of Operations","","","","",t,t
4836,0,"RN, CPUR  Gastroenterology Clinical Coordinator","","","","",t,t
4837,0,"VISN 22 BIM","","","","",t,t
4838,1,"Chief, Data Mining Team","","","","",t,t
4839,0,"Associate Chief Nurse GRC","","","","",t,t
4840,0,"Program Analyst","","","","",f,t
4841,0,"RN","","","","",t,t
4842,0,"Interim Medical VA Careline Supervisory Practice Manager","","","","",t,t
4843,1,"Health System Specialist","2","596","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,t
4844,0,"Patient Safety Manager","","","","",t,t
4845,0,"Patient Safety Manager","","","","",t,t
4847,0,"","","","","",t,t
4848,0,"Nurse IV, ACNS-MH","","","","",t,t
4849,1,"ASSOCIATE CHIEF NURSE","","","","",t,t
4850,1,"Tele-ICU Regional Critical Care Educator","3","101","VHA – RN: Level III (AES 23)","AES 23",t,t
4851,0,"Program Specialist/CSC","","","","",t,t
4852,0,"Director","","","","",f,f
4853,1,"Executive Office Program Analyst","","","","",t,t
4854,1,"ADPCS","","","","",t,t
4855,0,"Compliance Officer","2","626","","",t,t
4856,0,"Nurse Practitioner","","","","",t,t
4857,0,"RN","","","","",t,t
4859,1,"Public Affairs Officer","","","","",f,t
4860,0,"Union President","","","","",t,t
4861,0,"President","3","531","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,t
4862,1,"Program Analyst","","","","",t,t
4863,0,"Supervisory Program Specialist","","","","",t,t
4864,1,"Program Analyst","1","101","","",t,f
4865,1,"VISN 2 Lead, Geriatrics & Extended Care, Palliative Care and Womens Health","","","","",t,t
4866,0,"Secretary","","","","",t,t
4867,1,"Assistant Medical Center Director","","","","",t,t
4868,1,"Chief Mental Health Officer VISN 21","","","","",t,t
4869,0,"Senior Communications Specialist","","","","",t,t
4870,0,"Inpatient Respiratory Therapy Supervisor","","","","",t,t
4871,1,"Program Specialist","","","","",t,t
4872,0,"ADPCS/NET","","","","",t,t
4873,1,"Secretary","","","","",t,t
4874,1,"Chief, Audiology & Speech Pathology","5","691","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
4875,1,"Project Manager","1","101","VACO – Project Manager (AES 433)","AES 433",f,f
4876,0,"Chief, Logistics Service","4","660","","",f,t
4878,1,"CoDirector Connected Health","","","","",t,t
4879,1,"Director of Patient Experience, Connected Health","","","","",t,t
4880,0,"","","","","",t,t
4882,0,"CH/WMS Architect","","","","",t,t
4883,1,"Communications Strategist","","","","",f,f
4884,1,"Technology Director, VHA","1","101","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",f,t
4885,0,"Pharmacy Informatics Program Manager - Portland VAMC","","","","",f,f
4886,1,"Program Manager, WMS","","","","",t,t
4887,1,"Project Manager","2","573","","",t,t
4888,0,"Secretary to Chief of Staff","","","","",t,t
4889,0,"Assistant Lab Manager","","","","",t,t
4890,0,"IRB Administrator","","","","",t,t
4891,0,"Bar Code Expansion Coordinator / QM Assistant","","","","",f,t
4892,0,"Program Manager","","","","",t,t
4893,0,"Associate Medical Center Director for PCSs @ Richmond VAMC","","","","",t,t
4894,0,"Supv. Health Systems Specialist","","","","",f,t
4895,1,"Assistant to the Director / Facility Planner","","","","",f,t
4896,1,"EA to the Director","","","","",f,t
4897,0,"Associate Chief Nurse Executive - Education/Informatics","","","","",t,t
4898,0,"Emergency Manager","","","","",t,t
4899,1,"Exec Assistant to Deputy Medical Center Director and Associate Director","","","","",t,t
4900,0,"President, AFGE Local 3028","","","","",t,t
4901,0,"","","","","",t,t
4902,0,"Deputy Financial Manager","","","","",t,t
4903,1,"Chief Quality Management","","","","",t,t
4904,1,"Clinical Nurse Educator","","","","",t,t
4905,0,"Health Systems Specialist","","","","",t,t
4906,0,"","","","","",t,t
4907,0,"AO / Director's Office","","","","",t,t
4908,0,"Chief, Prosthetics","","","","",t,t
4909,1,"ADPNS","","","","",t,t
4910,0,"Health Systems Specialist","","","","",t,t
4911,0,"Chief, Patient Processing & Benefits Section","","","","",t,t
4912,1,"Web Manager","","","","",t,t
4913,0,"Area Emergency Manager","","","","",t,t
4914,0,"","","","","",t,t
4915,1,"Staff Assistant","","","","",t,t
4916,0,"Program Analyst","","","","",t,t
4917,1,"Technical Writer - Editor","1","523A5","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
4918,1,"Assistant Director","","","","",t,t
4919,1,"LMSW/program manager","","","","",t,t
4920,0,"Web & Mobile Health Analyst","","","","",f,t
4921,0,"Administrative Officer","","","","",t,t
4922,1,"Medical Center Director","","","","",t,t
4923,0,"SPS Lead Technician","","","","",t,t
4924,0,"Physician Assistant","","","","",t,t
4925,0,"Health Care Education Specialist","","","","",t,t
4926,0,"Learning Consultant","","","","",t,t
4927,1,"Medical Director","","","","",f,t
4928,0,"Chief of Engineering Service","","","","",t,t
4929,0,"Social Worker","","","","",t,t
4930,1,"RVSR","","","","",t,t
4931,0,"Utility Systems Operator","","","","",t,t
4932,0,"Administrative Officer","","","","",t,t
4933,1,"VISN 18 Planner","5","644","","",t,t
4934,0,"Associate Director Patient Care Services","","","","",t,t
4935,0,"Deputy PCS Chief Officer for Rehabilitation and Prosthetic Services","","","","",t,t
4936,0,"Chief of Staff","","","","",t,t
4937,0,"NURSE MANAGER, ASU/PACU/PRE-OP CLINIC","","","","",t,t
4938,1,"Chief Knowledge Management/Healthcare Analytics and Process Improvement / Lean","5","691","","",f,t
4939,0,"Chief of Medicine","","","","",t,t
4940,1,"Health System Specialist","5","654","","",t,t
4941,0,"Emergency Preparedness Coordinator","","","","",t,t
4942,0,"ADPCS","","","","",t,t
4943,1,"GHATP Fellow","2","596","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,f
4944,0,"RN","","","","",t,t
4945,0,"","","","","",t,t
4946,0,"M.D.","","","","",t,t
4947,0,"ADMINISTRATIVE OFFICER","","","","",t,t
4948,0,"Chief, Extended Care Service","","","","",t,t
4949,0,"Chief Logistics Officer","","","","",t,t
4950,1,"Health Promotion Disease Prevention Program Manager","","","","",t,t
4951,0,"Infection Preventionist","","","","",t,t
4952,0,"Clinical Lead, Connected Health","","","","",t,t
4953,0,"Management and Program Analyst Assistant","","","","",t,t
4954,1,"Medical Center Director","","","","",t,t
4955,1,"Head Nurse, Nursing Education","","","","",t,t
4956,0,"Mark.Strahan@va.gov","","","","",t,t
4957,1,"Staff Assistant to the Director","","","","",t,t
4958,1,"Psychologist","","","","",t,t
4959,0,"RN","","","","",t,t
4960,0,"Clinical Nurse Educator","","","","",f,t
4961,0,"Staff Pharmacist","","","","",t,t
4962,1,"Safety Manager","","","","",t,t
4963,1,"Chief of Medicine","","","","",t,t
4964,0,"Deputy Network Director (VISN 22)","","","","",t,t
4965,0,"RN","","","","",t,t
4966,1,"Project Specialist, Connected Care","1","101","VACO – Project Manager (AES 433)","AES 433",t,t
4967,0,"Registered Nurse","","","","",t,t
4968,0,"Clinic Director of Primary Care","","","","",t,t
4969,1,"HSS, Ambulatory Care","3","583","VHA – Administrative, technical or professional employee at GS-9 through GS-12 (AES 51)","AES 51",t,t
4970,0,"RN","","","","",t,t
4971,0,"Registered Dietitian","","","","",f,f
4972,0,"Urgent Care Nurse Manager","","","","",t,t
4973,0,"Lead Home Telehealth Care Coordinator","","","","",t,t
4974,0,"Management and Program Analyst","","","","",t,t
4975,0,"Physical Therapy Section Chief","","","","",t,t
4976,0,"RN, BSN","","","","",t,t
4977,0,"Measurement Consultant (EES)","","","","",t,t
4978,0,"VA National Program Director for Emergency Medicine","","","","",t,t
4979,0,"","","","","",t,t
4980,1,"Facility Planner","","","","",t,t
4981,0,"Infecti0n control practitioner","","","","",t,t
4984,1,"Medical Center Director","","","","",t,t
4985,0,"PHYSICIAN","","","","",t,t
4986,0,"CIS/ARK Coordinator","","","","",t,t
4987,0,"Psychologist Intern","","","","",t,t
4988,1,"Program Analyst","","","","",t,t
4989,0,"Program Manager","","","","",f,f
4992,1,"Instructional Systems Specialist","","","","",t,t
4993,1,"Program Manager for Training Evaluation","","","","",t,t
4994,0,"CBOC Coordinator","","","","",t,t
4995,1,"Administrative Officer","","","","",t,t
4996,0,"Registered Nurse, Surgical Service","","","","",t,t
4997,0,"Deputy Director, OIA Training Strategy","2","101","","",f,t
4998,1,"PUBLIC AFFAIRS SPECIALIST","","","","",t,t
4999,1,"Project Manager","","","","",t,t
5000,0,"Quality Specialist","","","","",t,t
5001,0,"RVSR","3","326","","",t,t
5002,0,"Clinical Quality Specialist/COR","","","","",t,t
5003,0,"Veteran Health Education Coordinator","","","","",t,t
5004,1,"VISN 8 Financial Quality Assurance Manager (FQAM)","2","485","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,f
5005,0,"Health Science Specialist - Infection Control Practitioner","","","","",t,t
5006,1,"Health Systems Specialist","","","","",t,t
5007,0,"","","","","",t,t
5008,1,"Strategic Planner","","","","",t,t
5009,0,"","","","","",t,t
5013,0,"","","","","",t,t
5014,1,"Assistant Chief, Community Clinics Care Line","5","678","","",f,t
5015,1,"Deputy Network Director","","","","",t,t
5016,1,"","","","","",t,t
5017,1,"1st EVP AFGE/NVAC physical therapist","","","","",t,t
5018,1,"Innovation Coordinator","1","101","","",f,f
5019,0,"Program Support Clerk","","","","",t,t
5020,1,"Director Primary Care","","","","",t,t
5021,1,"Assistant Director, Compliance","1","702","VBA – Assistant Director (AES 306)","AES 306",t,t
5022,1,"Deputy Associate Director, Pharmacy Customer Care","3","702","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
